3	0.137897	0.922761	-0.35985700000000004	0.0	0.22047399999999998	0.325614	0.9194379999999999	0.0	0.9655959999999999	-0.206127	-0.15854400000000002	0.0	-2.78341	1.91746	1.43511	0.0	-0.06081	0.887017	-0.457716	0.0	0.265879	-0.42760200000000004	-0.8639819999999999	0.0	-0.962087	-0.174236	-0.209837	0.0	2.71422	2.08759	1.61836	2.6559e-05	
3	0.14568	0.925934	-0.348459	0.0	0.2061	0.31608600000000003	0.926074	0.0	0.967626	-0.20672800000000002	-0.144788	0.0	-2.80227	1.83834	1.4104700000000001	0.0	-0.026468900000000004	0.8879959999999999	-0.459089	0.0	0.281519	-0.434041	-0.855778	0.0	-0.959191	-0.151894	-0.238499	0.0	2.7982299999999998	2.16195	1.6416099999999998	0.0	
3	0.12223900000000001	0.9301360000000001	-0.34627199999999997	0.0	0.185886	0.321259	0.9285680000000001	0.0	0.974938	-0.177875	-0.133629	0.0	-2.7678700000000003	1.82922	1.41307	0.0	-0.0259663	0.904423	-0.425846	0.0	0.28536300000000003	-0.40155799999999997	-0.8702409999999999	0.0	-0.958068	-0.144118	-0.247662	0.0	2.7862400000000003	2.22384	1.6429	0.0	
3	0.0982043	0.926055	-0.364387	0.0	0.187412	0.342395	0.920675	0.0	0.97736	-0.15870499999999998	-0.139929	0.0	-2.72149	1.86958	1.4241	0.0	-0.0472087	0.959777	-0.276766	0.0	0.249692	-0.25694	-0.9336139999999999	0.0	-0.967174	-0.11318099999999999	-0.227519	0.0	2.77296	2.26188	1.6332	0.0	
3	0.00347897	0.94011	-0.340853	0.0	0.155934	0.336175	0.928801	0.0	0.9877610000000001	-0.0563817	-0.145425	0.0	-2.5990599999999997	2.0758400000000004	1.3742299999999998	0.344844	-0.136549	0.9688899999999999	-0.20641199999999998	0.0	0.22215900000000002	-0.17310599999999998	-0.95952	0.0	-0.9654010000000001	-0.176878	-0.19161	0.0	2.65239	2.18905	1.63669	0.357664	
3	0.0258347	0.9462	-0.322548	0.0	0.177853	0.313158	0.9328989999999999	0.0	0.983718	-0.0814674	-0.160194	0.0	-2.56961	2.09816	1.38325	0.344989	-0.171631	0.9607889999999999	-0.21778000000000003	0.0	0.226233	-0.176714	-0.95791	0.0	-0.958833	-0.21367600000000003	-0.187033	0.0	2.6089700000000002	2.1221099999999997	1.6446	0.356877	
3	0.109221	0.948307	-0.297969	0.0	0.205352	0.271769	0.940198	0.0	0.972575	-0.163878	-0.165054	0.0	-2.58196	2.00272	1.3612	0.344072	-0.19522	0.954052	-0.227319	0.0	0.240948	-0.17802	-0.9540719999999999	0.0	-0.950702	-0.24102600000000002	-0.195124	0.0	2.57285	2.02516	1.6017700000000001	0.357288	
3	0.176302	0.931392	-0.318474	0.0	0.250125	0.270532	0.92965	0.0	0.9520270000000001	-0.243558	-0.18527000000000002	0.0	-2.5853900000000003	1.88383	1.32935	0.343233	-0.20999099999999998	0.942688	-0.259314	0.0	0.264757	-0.20049	-0.943243	0.0	-0.941174	-0.266727	-0.20748200000000003	0.0	2.53953	1.91265	1.55861	0.357903	
3	0.21179800000000001	0.918593	-0.33365900000000004	0.0	0.276093	0.27126	0.922058	0.0	0.9375040000000001	-0.287411	-0.196165	0.0	-2.60534	1.8064799999999999	1.3323	0.34208299999999997	-0.21683200000000002	0.9335629999999999	-0.285383	0.0	0.28388	-0.21940500000000002	-0.933421	0.0	-0.9340219999999999	-0.28341	-0.217446	0.0	2.54236	1.8271099999999998	1.5171	0.357991	
3	0.27853	0.876872	-0.391812	0.0	0.341428	0.290905	0.893757	0.0	0.897691	-0.382714	-0.218363	0.0	-2.6520599999999996	1.75337	1.3562	0.336892	-0.218111	0.92475	-0.311874	0.0	0.310541	-0.237193	-0.920491	0.0	-0.925198	-0.297619	-0.23543899999999998	0.0	2.5609	1.7608	1.47679	0.358076	
